fas_id,course_code,department,semester,rating,hours_per_week,num_students,num_sections
115920,SPANSH 50,SPANSH,2024Fall,4.75,5.57,10,1
115920,SPANSH 50,SPANSH,2025Spring,4.78,5.5,15,1
115931,E-PSCI 272,E-PSCI,2024Spring,5.0,3.0,7,1
116063,ANTHRO 2080R,ANTHRO,2022Fall,4.4,9.8,7,1
116069,HEB 1420,HEB,2023Spring,4.32,7.88,26,1
116069,HEB 1420,HEB,2024Spring,4.04,9.46,35,1
116069,HEB 55,HEB,2025Spring,4.29,10.29,25,1
116088,LATIN 103,LATIN,2023Spring,4.8,5.4,7,1
116133,ECON 1640,ECON,2022Fall,3.97,6.43,34,1
116133,ECON 1640,ECON,2024Fall,4.5,5.67,25,1
116137,MATH 212,MATH,2023Spring,3.8,17.4,6,1
116137,MATH 212,MATH,2024Spring,3.67,9.0,13,1
116137,MATH 212,MATH,2025Spring,3.67,9.87,27,1
116159,CHEM 163,CHEM,2022Fall,4.8,9.0,5,1
116191,MATH 152,MATH,2022Fall,4.5,6.75,11,1
116196,MATH 155R,MATH,2022Fall,4.8,5.2,7,1
116196,MATH 155R,MATH,2023Fall,4.42,6.75,18,1
116196,MATH 155R,MATH,2024Fall,4.44,8.44,13,1
116219,SOCIOL 1141,SOCIOL,2023Spring,4.78,3.85,38,1
116219,SOCIOL 1141,SOCIOL,2024Spring,4.82,3.5,30,1
116219,SOCIOL 1141,SOCIOL,2025Spring,4.89,4.17,29,1
116233,ITAL 40,ITAL,2022Fall,5.0,9.29,8,1
116233,ITAL 40,ITAL,2024Fall,4.78,7.88,10,1
116237,HIST 1036,HIST,2022Fall,4.4,3.5,8,1
116237,HIST 1036,HIST,2024Fall,4.4,4.25,5,1
116248,GENED 1052,GENED,2023Spring,4.29,3.14,11,1
116263,SPANSH 70,SPANSH,2024Fall,4.79,5.14,20,1
116266,VIETNAM BA,VIETNAM,2023Fall,4.92,2.75,18,1
116266,VIETNAM BA,VIETNAM,2024Fall,4.9,4.1,17,1
116267,VIETNAM BB,VIETNAM,2023Spring,5.0,3.33,8,1
116267,VIETNAM BB,VIETNAM,2024Spring,5.0,3.4,10,1
116267,VIETNAM BB,VIETNAM,2025Spring,4.86,4.71,9,1
116268,VIETNAM 120A,VIETNAM,2024Fall,5.0,4.4,8,1
116270,VIETNAM 120B,VIETNAM,2023Spring,5.0,3.5,7,1
116270,VIETNAM 120B,VIETNAM,2024Spring,5.0,4.33,7,1
116270,VIETNAM 120B,VIETNAM,2025Spring,5.0,4.83,9,1
116271,VIETNAM 130A,VIETNAM,2023Fall,5.0,3.0,8,1
116271,VIETNAM 130A,VIETNAM,2024Fall,4.83,4.17,11,1
116272,VIETNAM 130B,VIETNAM,2025Spring,5.0,4.5,11,1
116288,SOC-STD 98EO,SOC-STD,2023Spring,5.0,7.0,10,1
116288,SOC-STD 98EO,SOC-STD,2023Fall,4.88,5.0,10,1
116288,SOC-STD 98EO,SOC-STD,2024Fall,4.67,6.6,6,1
116295,GOV 2006,GOV,2023Spring,4.63,7.57,9,1
116295,GOV 2006,GOV,2025Spring,4.6,7.8,11,1
116353,EXPOS 20,EXPOS,2022Fall,4.38,5.55,14,25
116353,EXPOS 20,EXPOS,2023Spring,4.37,5.37,13,35
116353,EXPOS 20,EXPOS,2023Fall,4.33,5.3,14,28
116353,EXPOS 20,EXPOS,2024Spring,4.33,5.18,13,37
116353,EXPOS 20,EXPOS,2024Fall,4.32,5.84,13,26
116353,EXPOS 20,EXPOS,2025Spring,4.29,6.37,13,38
116362,ESE 6,ESE,2023Spring,4.22,5.3,26,2
116362,ESE 6,ESE,2024Spring,4.11,3.72,29,2
116362,ESE 6,ESE,2024Fall,4.17,6.94,19,2
116407,PHIL 98,PHIL,2023Spring,4.33,4.17,8,1
116407,PHIL 98,PHIL,2023Fall,3.71,6.71,7,1
116407,PHIL 98,PHIL,2024Spring,4.5,6.9,8,2
116407,PHIL 98,PHIL,2024Fall,4.56,6.44,8,2
116413,VIROLOGY 200,VIROLOGY,2022Fall,4.5,6.5,10,2
116413,VIROLOGY 200,VIROLOGY,2023Fall,5.0,4.75,10,2
116413,VIROLOGY 200,VIROLOGY,2024Fall,3.57,4.5,11,2
116417,PSY 2640R,PSY,2022Fall,4.8,8.0,6,1
116417,PSY 2640R,PSY,2023Spring,5.0,11.33,6,1
116445,MUSIC 174R,MUSIC,2025Spring,4.86,5.57,15,1
116452,MATH 137,MATH,2023Spring,5.0,11.13,8,1
116452,MATH 137,MATH,2024Spring,4.13,7.0,9,1
116452,MATH 137,MATH,2025Spring,4.21,11.74,27,1
116455,NEUROBIO 209,NEUROBIO,2024Spring,4.73,2.93,22,4
116469,SPANSH 15,SPANSH,2022Fall,4.8,6.0,12,1
116469,SPANSH 15,SPANSH,2023Fall,5.0,4.71,8,1
116469,SPANSH 15,SPANSH,2024Spring,4.5,6.5,6,1
116469,SPANSH 15,SPANSH,2024Fall,4.6,8.4,7,1
116469,SPANSH 15,SPANSH,2025Spring,3.75,7.5,9,1
116477,BCMP 200,BCMP,2022Fall,4.3,7.6,76,6
116477,BCMP 200,BCMP,2023Fall,3.51,6.22,81,6
116477,BCMP 200,BCMP,2024Fall,3.54,5.69,89,6
116503,MATH 123,MATH,2023Spring,4.48,8.03,48,1
116503,MATH 123,MATH,2024Spring,3.74,6.94,28,1
116503,MATH 123,MATH,2025Spring,3.71,8.36,22,1
116505,PHIL 300AAA,PHIL,2024Fall,4.75,7.0,7,1
116509,APPHY 291,APPHY,2023Spring,4.46,5.0,15,1
116509,APPHY 291,APPHY,2024Spring,4.0,5.17,17,1
116509,APPHY 291,APPHY,2025Spring,4.78,6.75,12,1
116522,ANTHRO 3626,ANTHRO,2022Fall,4.8,7.5,5,1
116531,COMPSCI 236R,COMPSCI,2022Fall,4.58,5.0,32,1
116531,COMPSCI 236R,COMPSCI,2023Fall,4.6,6.78,30,1
116585,RELIGION 16,RELIGION,2023Spring,4.22,3.32,53,1
116622,PSY 1304,PSY,2022Fall,4.0,3.21,23,1
116622,PSY 1304,PSY,2023Fall,4.07,3.5,26,1
116622,PSY 1304,PSY,2024Fall,4.5,4.6,19,1
116646,PSY 2190,PSY,2023Fall,5.0,6.33,6,1
116729,CLS-STDY 97A,CLS-STDY,2022Fall,4.0,3.0,29,1
116729,CLS-STDY 97A,CLS-STDY,2023Fall,4.68,4.46,32,1
116729,CLS-STDY 97A,CLS-STDY,2024Fall,4.48,5.05,30,1
116735,LATIN 122,LATIN,2025Spring,4.83,5.09,12,1
116737,CELLBIO 211,CELLBIO,2024Spring,4.44,3.44,29,11
116746,ARABIC AA,ARABIC,2022Fall,4.1,9.9,6,2
116746,ARABIC AA,ARABIC,2023Fall,4.6,7.99,10,2
116746,ARABIC AA,ARABIC,2024Spring,4.63,5.88,10,1
116746,ARABIC AA,ARABIC,2024Fall,4.89,10.21,12,3
116807,FRSEMR 33X,FYSEMR,2022Fall,4.78,7.78,10,1
116807,FYSEMR 33X,FYSEMR,2023Fall,4.5,7.0,9,1
116807,FYSEMR 33X,FYSEMR,2024Fall,4.75,6.0,10,1
116853,HIST 99A,HIST,2022Fall,4.29,8.69,32,1
116853,HIST 99A,HIST,2023Fall,4.39,6.88,34,1
116853,HIST 99A,HIST,2024Fall,4.52,9.79,35,1
116859,ENG-SCI 150,ENG-SCI,2023Spring,4.6,7.93,22,1
116859,ENG-SCI 150,ENG-SCI,2024Spring,4.48,6.64,42,1
116859,ENG-SCI 150,ENG-SCI,2025Spring,4.54,6.95,71,1
116874,ENGLISH CLR,ENGLISH,2022Fall,4.83,3.8,12,1
116874,ENGLISH CLR,ENGLISH,2023Spring,4.78,3.75,12,1
116874,ENGLISH CLR,ENGLISH,2023Fall,5.0,4.86,12,1
116874,ENGLISH CLR,ENGLISH,2024Spring,5.0,3.78,11,1
116874,ENGLISH CLR,ENGLISH,2024Fall,4.75,3.75,11,1
116874,ENGLISH CLR,ENGLISH,2025Spring,5.0,4.57,10,1
116875,ENGLISH CKR,ENGLISH,2023Fall,4.75,5.14,11,1
116875,ENGLISH CKR,ENGLISH,2024Fall,4.71,4.86,8,1
116977,ENGLISH 103G,ENGLISH,2023Spring,3.11,7.38,16,1
117043,RELIGION 97,RELIGION,2023Spring,4.67,4.22,12,1
117043,RELIGION 97,RELIGION,2025Spring,4.67,7.5,8,1
117085,CHNSE 163,CHNSE,2023Spring,4.75,4.75,6,1
117085,CHNSE 163,CHNSE,2025Spring,5.0,7.0,6,1
117103,LING 216,LING,2023Spring,4.83,5.5,7,1
117131,STAT 131,STAT,2023Spring,4.18,6.36,20,1
117131,STAT 131,STAT,2024Spring,4.33,6.76,49,1
117131,STAT 131,STAT,2025Spring,4.32,8.18,34,1
117143,AFVS 166,AFVS,2022Fall,5.0,3.5,11,1
117143,AFVS 166,AFVS,2024Fall,4.83,3.5,7,1
117151,GOV 1203,GOV,2023Spring,4.56,4.33,14,1
117151,GOV 1203,GOV,2024Spring,4.31,3.69,15,1
117201,PHYSICS 211BR,PHYSICS,2023Spring,4.4,7.6,17,1
117220,KOREAN 120A,KOREAN,2022Fall,4.6,5.89,18,1
117220,KOREAN 120A,KOREAN,2023Fall,4.67,8.0,11,1
117220,KOREAN 120A,KOREAN,2024Fall,4.56,8.33,15,1
117237,ECON 1745,ECON,2023Spring,4.08,4.02,239,1
117237,ECON 1745,ECON,2023Fall,4.25,3.79,208,1
117237,ECON 1745,ECON,2024Fall,4.15,4.66,329,1
117341,MCB 105,MCB,2023Spring,4.19,4.8,44,1
117341,MCB 105,MCB,2024Spring,3.81,3.97,49,1
117342,MCB 111,MCB,2022Fall,3.13,11.08,22,1
117342,MCB 111,MCB,2023Fall,3.57,8.77,28,1
117360,COMPLIT 277,COMPLIT,2023Spring,4.33,6.83,19,1
117372,COMPSCI 187,COMPSCI,2023Fall,3.08,6.86,64,1
117372,COMPSCI 1870,COMPSCI,2024Fall,3.74,6.67,36,1
117399,E-PSCI 187,E-PSCI,2024Spring,4.6,5.8,8,1
117406,FRSEMR 34X,FRSEMR,2022Fall,4.67,2.33,7,1
117413,COMPLIT 109,COMPLIT,2022Fall,5.0,4.56,13,1
117558,CHEM 27,CHEM,2023Spring,3.77,10.14,300,2
117558,CHEM 27,CHEM,2024Spring,3.72,9.73,321,2
117558,CHEM 27,CHEM,2025Spring,3.36,11.38,298,3
117560,SOCIOL 1128,SOCIOL,2023Spring,3.42,4.34,70,1
117560,SOCIOL 1128,SOCIOL,2024Spring,4.0,4.08,68,1
117560,SOCIOL 1128,SOCIOL,2025Spring,3.47,5.4,65,1
117584,SOCIOL 1024,SOCIOL,2023Spring,4.08,4.91,13,1
117584,SOCIOL 1024,SOCIOL,2023Fall,3.71,8.33,10,1
117584,SOCIOL 1024,SOCIOL,2025Spring,4.86,7.33,10,1
117606,GOV 2041,GOV,2025Spring,4.83,7.0,9,1
117635,BIOPHYS 242R,BIOPHYS,2023Spring,4.0,4.2,9,7
117635,BIOPHYS 242R,BIOPHYS,2024Spring,4.22,4.5,16,7
117647,MATH 99R,MATH,2022Fall,5.0,5.38,12,1
117647,MATH 99R,MATH,2023Spring,3.87,2.29,23,1
117647,MATH 99R,MATH,2023Fall,4.2,8.5,7,1
117647,MATH 99R,MATH,2024Fall,4.6,2.0,6,2
117647,MATH 99R,MATH,2025Spring,3.86,4.0,8,1
117649,VIROLOGY 202,VIROLOGY,2022Fall,4.43,5.33,9,5
117649,VIROLOGY 202,VIROLOGY,2023Fall,4.0,7.8,10,4
117711,MCB 80,MCB,2022Fall,4.22,5.32,43,2
117711,MCB 80,MCB,2023Fall,4.12,5.87,264,2
117711,MCB 80,MCB,2024Fall,4.25,7.19,267,1
117719,PHYSICS 145,PHYSICS,2022Fall,4.71,10.14,8,1
117760,SOCIOL 2208,SOCIOL,2024Spring,1.57,4.2,9,1
117766,MUSIC 218R,MUSIC,2022Fall,5.0,7.25,11,1
117766,MUSIC 218R,MUSIC,2023Fall,4.57,9.83,7,1
117788,LING 106,LING,2022Fall,4.5,3.84,31,1
117788,LING 106,LING,2024Spring,4.77,3.54,14,1
117788,LING 106,LING,2025Spring,4.56,3.44,21,1
117818,ECON 1410,ECON,2022Fall,4.48,4.55,28,1
117818,ECON 1410,ECON,2024Fall,3.67,5.87,18,1
117823,PHIL 129,PHIL,2024Spring,4.63,5.94,74,1
117853,GOV 20,GOV,2022Fall,3.94,6.57,75,1
117853,GOV 20,GOV,2024Spring,3.86,4.05,27,1
117853,GOV 20,GOV,2024Fall,4.23,8.94,101,1
117859,MCB 231,MCB,2024Spring,4.12,9.41,21,1
117877,SOCIOL 2204,SOCIOL,2023Spring,4.0,6.71,9,1
117877,SOCIOL 2204,SOCIOL,2024Spring,4.6,7.0,6,1
117877,SOCIOL 2204,SOCIOL,2025Spring,4.73,10.18,12,1
117879,PSY 1952,PSY,2023Spring,4.82,4.33,20,1
117879,PSY 1952,PSY,2024Spring,4.64,4.64,22,1
117879,PSY 1952,PSY,2025Spring,4.92,3.73,23,1
117932,HIST 1465,HIST,2022Fall,4.76,4.29,42,1
117932,HIST 1465,HIST,2025Spring,4.61,6.37,65,1
117941,HIST 2708,HIST,2024Fall,5.0,8.25,5,1
117946,SOCIOL 99A,SOCIOL,2022Fall,4.83,6.83,9,1
117969,FYSEMR 23K,FYSEMR,2024Spring,4.83,2.67,6,1
117969,FYSEMR 23K,FYSEMR,2025Spring,4.88,4.13,9,1
117972,FRSEMR 23S,FRSEMR,2023Spring,4.56,2.78,10,1
117992,MUSIC 194RS,MUSIC,2024Spring,4.5,2.25,11,1
118016,STAT 220,STAT,2023Spring,3.57,11.22,43,1
118016,STAT 220,STAT,2024Spring,3.63,11.32,23,1
118021,APMTH 115,APMTH,2023Spring,3.59,6.66,115,1
118021,APMTH 115,APMTH,2024Spring,3.88,6.79,88,1
118021,APMTH 115,APMTH,2024Fall,3.5,6.96,47,1
118021,APMTH 115,APMTH,2025Spring,4.36,7.75,44,1
118065,PHIL 300B,PHIL,2024Spring,4.33,6.33,6,1
118078,MUSIC 201B,MUSIC,2024Spring,4.25,6.5,6,1
118080,PORTUG 59,PORTUG,2024Spring,3.75,4.75,5,1
118135,MEDVLSTD 107,MEDVLSTD,2022Fall,4.0,3.88,13,1
118136,ASTRON 16,ASTRON,2023Spring,4.32,3.79,32,1
118136,ASTRON 16,ASTRON,2024Spring,3.95,5.8,26,1
118136,ASTRON 16,ASTRON,2025Spring,4.29,4.85,40,1
118138,ASTRON 203,ASTRON,2023Spring,3.8,8.6,10,1
118138,ASTRON 203,ASTRON,2025Spring,4.86,9.14,11,1
118139,ASTRON 202A,ASTRON,2024Spring,4.08,8.58,17,1
118174,LATIN 102,LATIN,2023Fall,4.86,4.71,10,1
118185,MUSIC 167,MUSIC,2023Spring,4.86,8.43,8,1
118254,PSY 1900,PSY,2022Fall,3.83,4.59,142,1
118254,PSY 1900,PSY,2023Spring,3.91,3.96,124,1
118254,PSY 1900,PSY,2023Fall,3.99,4.24,197,1
118254,PSY 1900,PSY,2024Spring,3.69,4.71,202,1
118254,PSY 1900,PSY,2024Fall,3.93,5.93,134,1
118254,PSY 1900,PSY,2025Spring,3.74,5.75,204,1
118262,EXPOS 10,EXPOS,2022Fall,4.61,6.57,9,14
118262,EXPOS 10,EXPOS,2023Fall,4.44,4.7,9,13
118262,EXPOS 10,EXPOS,2024Fall,4.45,6.39,9,14
118266,ASTRON 204,ASTRON,2022Fall,4.25,8.13,16,1
118266,ASTRON 204,ASTRON,2024Fall,4.64,9.91,17,1
118278,JEWISHST 111,JEWISHST,2024Fall,4.75,5.0,5,1
118290,GENED 1019,GENED,2022Fall,4.22,2.87,90,1
118290,GENED 1019,GENED,2023Fall,3.88,3.09,102,1
118302,MATH 116,MATH,2022Fall,3.78,11.67,10,1
118302,MATH 116,MATH,2023Fall,3.33,7.42,19,1
118302,MATH 116,MATH,2024Fall,3.2,9.4,7,1
118348,PHIL 248R,PHIL,2022Fall,4.38,4.46,19,3
118348,PHIL 248R,PHIL,2023Fall,3.75,2.64,23,3
118348,PHIL 248R,PHIL,2024Fall,4.55,4.9,19,3
118349,PHIL 149S,PHIL,2024Spring,2.87,2.29,25,1
118412,ARABIC 241BR,ARABIC,2023Spring,5.0,6.2,5,1
118418,COMPSCI 143,COMPSCI,2023Spring,2.8,7.42,68,1
118418,COMPSCI 1430,COMPSCI,2025Spring,3.43,5.86,22,1
118419,GOV 2082,GOV,2023Spring,4.9,5.22,19,1
118429,MATH 118R,MATH,2024Spring,4.19,10.3,40,1
118429,MATH 118R,MATH,2025Spring,3.71,6.63,28,1
118456,ENGLISH CVR,ENGLISH,2023Spring,4.5,1.43,12,1
118459,PHYSICS 253CR,PHYSICS,2023Fall,5.0,14.8,8,1
118482,APMTH 107,APMTH,2023Spring,3.27,9.29,22,1
118482,APMTH 107,APMTH,2024Spring,3.58,7.83,44,1
118482,APMTH 107,APMTH,2025Spring,3.38,7.52,35,1
118497,TDM 119,TDM,2022Fall,4.92,2.75,15,1
118497,TDM 119,TDM,2023Fall,4.83,2.0,13,1
118497,TDM 119,TDM,2024Fall,5.0,3.63,14,1
118509,PHYSICS 285B,PHYSICS,2023Fall,4.24,16.62,50,1
118509,PHYSICS 285B,PHYSICS,2024Fall,3.86,16.08,28,1
118517,GENED 1018,GENED,2022Fall,4.09,2.62,25,1
118517,GENED 1018,GENED,2023Fall,3.55,3.0,43,1
118526,GOV 1740,GOV,2022Fall,4.4,4.64,18,1
118526,GOV 1740,GOV,2023Fall,4.03,5.0,36,1
118557,RELIGION 2001,RELIGION,2024Spring,3.4,6.6,9,1
118557,RELIGION 2001,RELIGION,2024Fall,1.67,5.67,11,1
118586,ENGLISH 264X,ENGLISH,2023Fall,5.0,11.5,11,1
118594,MUSIC 2,MUSIC,2023Spring,4.46,3.71,27,1
118594,MUSIC 2,MUSIC,2023Fall,4.26,2.24,25,1
118594,MUSIC 2,MUSIC,2025Spring,4.44,4.44,18,1
118658,ECON 2450B,ECON,2023Spring,4.14,7.17,11,1
118658,ECON 2450B,ECON,2024Spring,4.0,5.53,30,1
118658,ECON 2450B,ECON,2025Spring,4.0,5.0,7,2
118671,CELTIC 138,CELTIC,2023Spring,4.71,2.71,24,1
118724,PHYSICS 283B,PHYSICS,2024Fall,4.4,2.75,7,1
118734,PHYSICS 285A,PHYSICS,2023Fall,3.4,12.2,9,1
118734,PHYSICS 285A,PHYSICS,2025Spring,4.29,11.71,12,1
118736,ESPP 90M,ESPP,2023Spring,3.67,3.27,20,2
118775,GENED 1166,GENED,2022Fall,4.28,3.0,26,1
118775,GENED 1166,GENED,2023Fall,4.23,3.14,106,1
118783,MUSIC 190R,MUSIC,2024Spring,4.19,5.33,35,1
118790,PSY 2010,PSY,2022Fall,4.4,4.6,12,2
118790,PSY 2010,PSY,2023Fall,3.9,6.0,12,2
118790,PSY 2010,PSY,2024Fall,4.5,4.17,13,2
118849,ANE 120A,ANE,2023Fall,5.0,4.8,11,1
118849,ANE 120A,ANE,2024Fall,4.13,6.0,14,1
118850,ENGLISH 90LV,ENGLISH,2023Spring,4.57,4.86,36,1
118850,ENGLISH 90LV,ENGLISH,2024Fall,4.69,5.44,21,1
118858,SOCIOL 2255,SOCIOL,2023Spring,4.38,8.5,9,1
118858,SOCIOL 2255,SOCIOL,2023Fall,3.83,7.83,6,1
118858,SOCIOL 2255,SOCIOL,2025Spring,4.5,10.0,10,1
118876,TDM 105,TDM,2023Spring,4.83,5.5,7,1
118876,TDM 105,TDM,2024Fall,4.11,4.5,11,1
118883,AFRAMER 20,AFRAMER,2022Fall,4.4,3.8,5,1
118925,CHEM 30,CHEM,2022Fall,4.62,9.35,36,1
118925,CHEM 30,CHEM,2023Fall,4.41,10.41,30,1
118925,CHEM 30,CHEM,2024Fall,3.88,9.96,27,1
118939,ENG-SCI 139,ENG-SCI,2022Fall,4.25,2.61,461,1
118939,ENG-SCI 139,ENG-SCI,2023Fall,4.23,2.53,316,1
118939,ENG-SCI 139,ENG-SCI,2024Fall,4.24,4.08,204,2
118942,ENG-SCI 239,ENG-SCI,2022Fall,4.25,2.61,461,1
118942,ENG-SCI 239,ENG-SCI,2023Fall,4.23,2.53,316,1
118942,ENG-SCI 239,ENG-SCI,2024Fall,4.24,4.08,204,2
118974,STAT 149,STAT,2023Spring,4.42,8.86,35,1
118974,STAT 149,STAT,2024Spring,4.44,6.06,31,1
118974,STAT 149,STAT,2025Spring,4.54,7.25,45,1
118977,HISTSCI 99A,HISTSCI,2022Fall,4.27,6.73,14,1
118977,HISTSCI 99A,HISTSCI,2023Fall,4.3,10.0,15,1
118977,HISTSCI 99A,HISTSCI,2024Fall,3.94,11.21,24,1
119020,TDM 115,TDM,2023Spring,5.0,4.0,12,1
119020,TDM 115,TDM,2025Spring,4.73,4.55,13,1
119025,GENED 1092,GENED,2023Fall,3.64,5.29,122,2
119025,GENED 1092,GENED,2024Fall,3.71,5.8,56,2
119035,CHEM 165,CHEM,2023Spring,5.0,6.0,5,1
119035,CHEM 165,CHEM,2024Spring,4.92,4.58,13,1
119035,CHEM 165,CHEM,2025Spring,4.91,4.0,15,1
119048,ENG-SCI 173,ENG-SCI,2023Fall,4.68,4.47,23,1
119048,ENG-SCI 173,ENG-SCI,2024Fall,4.41,4.46,24,1
119057,ENG-SCI 250,ENG-SCI,2022Fall,4.7,10.88,13,1
119057,ENG-SCI 250,ENG-SCI,2024Fall,4.75,12.09,16,1
119061,LIFESCI 100,LIFESCI,2022Fall,4.67,8.33,15,1
119061,LIFESCI 100,LIFESCI,2023Spring,4.26,7.33,23,1
119061,LIFESCI 100,LIFESCI,2023Fall,4.63,6.86,13,1
119061,LIFESCI 100,LIFESCI,2024Spring,4.78,6.22,15,1
119061,LIFESCI 100,LIFESCI,2024Fall,4.83,5.83,8,1
119061,LIFESCI 100,LIFESCI,2025Spring,4.2,5.47,28,1
119062,E-PSCI 287,E-PSCI,2024Spring,4.6,5.8,8,1
119064,COMPSCI 121,COMPSCI,2022Fall,3.93,10.89,101,1
119064,COMPSCI 121,COMPSCI,2023Fall,4.31,9.84,99,2
119064,COMPSCI 1210,COMPSCI,2024Fall,3.98,10.48,69,1
119067,BE 121,BE,2022Fall,4.6,20.0,7,1
119067,BE 121,BE,2025Spring,4.43,17.0,13,1
119121,FRENCH 70B,FRENCH,2023Spring,4.0,9.0,6,1
119124,PSY 2461R,PSY,2022Fall,5.0,4.83,10,1
119124,PSY 2461R,PSY,2023Spring,4.71,6.43,12,1
119124,PSY 2461R,PSY,2023Fall,5.0,6.0,7,1
119128,IRISH 132,IRISH,2022Fall,4.71,4.14,7,1
119196,MATH 21A,MATH,2022Fall,4.13,9.25,27,6
119196,MATH 21A,MATH,2023Spring,4.18,9.44,24,5
119196,MATH 21A,MATH,2023Fall,3.75,9.46,24,6
119196,MATH 21A,MATH,2024Spring,3.92,8.87,19,5
119196,MATH 21A,MATH,2024Fall,3.96,10.46,28,6
119196,MATH 21A,MATH,2025Spring,3.91,9.55,26,5
119249,COMPSCI 165,COMPSCI,2022Fall,4.77,15.72,32,1
119249,COMPSCI 165,COMPSCI,2023Fall,4.05,15.12,29,1
119249,COMPSCI 1650,COMPSCI,2024Fall,4.75,13.75,25,1
119260,ENG-SCI 230,ENG-SCI,2023Spring,3.47,6.29,27,1
119260,ENG-SCI 230,ENG-SCI,2024Spring,4.0,8.04,31,1
119260,ENG-SCI 230,ENG-SCI,2024Fall,4.75,6.38,12,1
119379,ANTHRO 1610,ANTHRO,2022Fall,4.21,5.08,22,1
119379,ANTHRO 1610,ANTHRO,2023Fall,4.39,4.94,27,1
119379,ANTHRO 1610,ANTHRO,2024Fall,4.67,7.11,11,1
119414,PHIL 151,PHIL,2025Spring,4.45,7.64,30,1
119441,SPANSH 70C,SPANSH,2025Spring,4.71,4.86,8,1
119479,GOV 1010,GOV,2023Spring,3.81,3.25,29,1
119479,GOV 1010,GOV,2024Spring,4.0,3.5,24,1
119479,GOV 1010,GOV,2025Spring,4.38,3.7,27,1
119492,PHIL 246,PHIL,2024Fall,3.33,6.8,15,2
119502,MATH 242,MATH,2022Fall,4.43,5.37,33,1
119502,MATH 242,MATH,2023Fall,4.32,2.84,28,1
119511,MATH 243,MATH,2023Spring,4.5,3.6,24,1
119511,MATH 243,MATH,2024Spring,3.76,2.91,53,1
119511,MATH 243,MATH,2025Spring,3.86,3.21,28,1
119532,PSY 3555,PSY,2024Fall,2.33,1.13,11,1
119533,HIST 1300,HIST,2023Fall,4.33,4.8,8,1
119534,HIST 1301,HIST,2024Fall,4.76,6.25,26,1
119573,GOV 2160,GOV,2023Spring,4.86,10.57,10,2
119573,GOV 2160,GOV,2023Fall,4.75,8.0,11,2
119622,FRSEMR 48K,FRSEMR,2022Fall,4.71,3.43,7,1
119629,COMPSCI 152,COMPSCI,2023Spring,4.09,8.86,47,1
119629,COMPSCI 152,COMPSCI,2024Spring,3.61,8.35,28,1
119629,COMPSCI 1520,COMPSCI,2025Spring,3.94,7.88,23,1
119630,MOD-HEB 130A,MOD-HEB,2022Fall,5.0,4.75,8,1
119636,AFVS 196R,AFVS,2022Fall,4.67,7.83,10,1
119636,AFVS 196R,AFVS,2023Spring,4.5,7.5,10,1
119636,AFVS 196R,AFVS,2023Fall,5.0,8.0,10,1
119636,AFVS 196R,AFVS,2024Spring,5.0,7.5,10,1
119636,AFVS 196R,AFVS,2024Fall,4.5,6.5,13,1
119636,AFVS 196R,AFVS,2025Spring,4.75,7.0,12,1
119644,AFVS 123R,AFVS,2023Spring,4.73,9.27,12,1
119644,AFVS 123R,AFVS,2024Spring,4.0,5.0,9,1
119717,PSY 980T,PSY,2023Spring,4.9,3.7,12,1
119717,PSY 980T,PSY,2023Fall,5.0,3.33,16,1
119717,PSY 980T,PSY,2024Fall,4.91,4.82,16,1
119757,CHNSE 150A,CHNSE,2022Fall,4.78,6.89,10,1
119807,BIOPHYS 205,BIOPHYS,2023Spring,3.11,7.11,14,3
119807,BIOPHYS 205,BIOPHYS,2024Spring,3.17,7.17,9,4
119807,BIOPHYS 205,BIOPHYS,2025Spring,3.25,11.29,17,4
119811,MUSIC 160R,MUSIC,2022Fall,3.0,4.83,7,1
119812,MUSIC 161R,MUSIC,2023Spring,5.0,6.0,6,1
119812,MUSIC 161R,MUSIC,2025Spring,4.5,4.63,11,1
119819,SWAHILI AA,SWAHILI,2022Fall,4.8,5.2,7,1
119819,SWAHILI AA,SWAHILI,2024Fall,4.33,9.2,12,1
119820,SWAHILI 101AR,SWAHILI,2024Fall,5.0,4.0,7,1
119821,SWAHILI 101BR,SWAHILI,2024Spring,5.0,3.0,5,1
119821,SWAHILI 101BR,SWAHILI,2025Spring,4.83,6.67,9,1
119844,BIOSTAT 230,BIOSTAT,2022Fall,3.8,11.6,9,1
119844,BIOSTAT 230,BIOSTAT,2023Fall,4.92,7.57,16,1
119844,BIOSTAT 230,BIOSTAT,2024Fall,5.0,8.5,11,1
119845,BIOSTAT 231,BIOSTAT,2023Spring,4.11,11.67,13,1
119845,BIOSTAT 231,BIOSTAT,2024Spring,4.55,13.1,15,1
119845,BIOSTAT 231,BIOSTAT,2025Spring,4.78,15.63,12,1
119846,BIOSTAT 232,BIOSTAT,2022Fall,4.14,7.83,22,1
119846,BIOSTAT 232,BIOSTAT,2023Fall,4.0,11.89,19,1
119846,BIOSTAT 232,BIOSTAT,2024Fall,4.57,8.17,12,1
119847,BIOSTAT 233,BIOSTAT,2025Spring,4.83,10.8,11,1
119848,BIOSTAT 235,BIOSTAT,2023Fall,4.55,7.4,13,1
119848,BIOSTAT 235,BIOSTAT,2024Fall,4.6,9.0,7,1
119849,BIOSTAT 244,BIOSTAT,2023Spring,3.83,2.33,8,1
